Label,Question,Response,Theme,Anthropomorphism,Attractivity,Identification,Goal Facilitation,Trustworthiness,Usefulness,Accessibility,Gender-Consciousness (MR1),Empathic Intuition (MR2),Personal Visual Engagement (MR3),Credibility Relatability (MR4),Inclusive Community (MR5),User Agency (MR6),Cognitive Simplicity (MR7)
TrueNorth60,I want to advocate for DEI at work but don't know where to begin.,"It's admirable that you want to champion DEI in your workplace! Here's a starting point:

1.  **Build Trust and Connection:** Intentionally foster trust to address equity issues. Commit to helping those who are often unheard, develop skills, and gain confidence to participate in tough conversations [1].
    > ""My strategy was to be intentional about building enough trust and connection to talk about equity issues, and to commit to helping those who are normally silenced acquire the skills and grounded confidence to participate in these tough conversations."" [1]
2.  **Engage Employees:** After creating a plan, secure buy-in from leadership and employees. Engage mentoring champions throughout your organization who can motivate their peers [3].
    > ""Get buy-in from prominent and influential members of your C-suite who can make mentoring a priority... You should also work to recruit mentoring champions throughout your organization who can motivate peers to get involved."" [3]
3.  **Address Intersectional Barriers:** Be aware of the cultural beliefs, unconscious biases, stereotypes, and lack of diverse leadership that create barriers for many [6]. Women of color, for example, often face more harassment and exclusion [6].
    > ""Culture: unsupportive cultural beliefs about gender roles, women and workforce...unconscious biases, discrimination, prejudices, stereotypes, harassment, lack of role models and diverse leadership representation"" [6]
4.  **Celebrate Success:** Recognize engaged mentors and STEM champions. Share their profiles on your website and in internal communications. Host events to familiarize employees with the DEI program [4].
    > ""Share profiles publicly on your website and in internal and external communications like company newsletters and magazines. Recognizing employees will not only inspire others to get involved, they may even persuade other organizations to partner with your company"" [4]
5.  **Increase Leadership Skills:** Taking time to reflect and learn to become a better leader is so important [7].
    > ""Simply taking time to reflect and learn to become a better leader is so important for women."" [7]

**References**
*   [1] (n.d.). [Dare to Lead - Brenee Brown - Penguin Random House LLC, New York, 2018]($BOOKS_HOME/Dare%20to%20Lead%20-%20Brenee%20Brown%20-%20Penguin%20Random%20House%20LLC,%20New%20York,%202018.pdf#page=176)
> ""My strategy was to be intentional about building enough trust and connection to talk about equity issues, and to commit to helping those who are normally silenced acquire the skills and grounded confidence to participate in these tough conversations.""
*   [3] (2017). [TCS_Women_in_STEM_2017_FINAL_0]($BOOKS_HOME/TCS_Women_in_STEM_2017_FINAL_0.pdf#page=5)
> ""Get buy-in from prominent and influential members of your C-suite who can make mentoring a priority... You should also work to recruit mentoring champions throughout your organization who can motivate peers to get involved.""
*   [4] (2017). [TCS_Women_in_STEM_2017_FINAL_0]($BOOKS_HOME/TCS_Women_in_STEM_2017_FINAL_0.pdf#page=7)
> ""Share profiles publicly on your website and in internal and external communications like company newsletters and magazines. Recognizing employees will not only inspire others to get involved, they may even persuade other organizations to partner with your company""
*   [6] mm8646 (2023). [Microsoft Word - women-in-stem-evaluation-final-report-2023]($BOOKS_HOME/women-in-stem-evaluation-final-report-2023.pdf#page=28)
> ""Culture: unsupportive cultural beliefs about gender roles, women and workforce...unconscious biases, discrimination, prejudices, stereotypes, harassment, lack of role models and diverse leadership representation""
*   [7] (2024). [Gender Equity Toolkit]($BOOKS_HOME/gender_equity_toolkit.pdf#page=6)
> ""Simply taking time to reflect and learn to become a better leader is so important for women.""",Proactive Leadership,4,4,4,4,4,4,4,4,4,3,4,5,4,4
TrueNorth61,"I don't belong in STEM. Everyone's smarter, faster, more confident.","It sounds like you're experiencing feelings of not belonging and comparing yourself to others in STEM, which is really common! Many people in academia experience ""imposter syndrome,"" where they doubt their talents and fear being exposed as a fraud [10, 7]. It's important to remember that the pressure of peer review and high expectations can contribute to these feelings [7].

You're not alone in this. Sometimes, feeling like an outsider can stem from not finding ""your tribe"" [2]. Try to connect with others who share your interests and can offer support. Remember, focusing on your strengths and how you see the world can be a real asset, even if it feels different from others [4]. Building a sense of belonging in your classes can also help with engagement and skill development [9]. If you find yourself overwhelmed, remember to reframe perceived failures as learning opportunities [3].

**References:**

*   [2] (n.d.). , p. 228
    > ""However, I experienced a sense of belonging —that these might be “my people,” “my tribe.” What resulted is that my work was taken seriously, and I received genuine interest from others in this science community.""
*   [4] (n.d.). , p. 55
    > ""I see projects in constellations, not lines. I see plans the way I see data— relationally and with rounded corners and a million connection ports.""
*   [7] John S. Tregoning, Jason E. McDermott (2020). *Ten Simple Rules to becoming a principal investigator*
    - [Page 7]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#page=7): ""She suggests reframing failure as a learning opportunity. After the initial mourning period, look again at rejected papers and grants in the light of the reviewer’s feedback and see what you can improve.""
    - [Page 10]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#page=10): ""Nearly everyone in academia suffers from it to some degree or other. The process of peer review is a major contributor: You and your work are routinely judged by others and, given the high failure rate, are going to be found wanting, often.""
*   [9] Melissa Kovich (2020). , p. 26
    > ""Looking specifically at undergraduate students in science, technology, engineering, and math (STEM) majors, a consistent association was noted between class belonging""
*   [10] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*, p. 76
    > ""they play out, it’s easy to see why these exchanges rarely produce real connection and understanding.""",Confidence & Self-Efficacy,4,4,5,4,5,4,4,4,5,4,5,5,4,4
TrueNorth62,The team culture here feels very 'boys club' - how do I navigate this?,"Navigating a ""boys' club"" culture can be tricky, but here's how you can approach it:

1.  **Recognize the dynamics**: Be aware that these environments often involve specific behaviors and expectations [5]. Men might ""dangle this carrot"" in front of women, expecting them to give up family time or overwork to fit in and gain perks [1].
2.  **Self-advocacy is key**: Promote yourself and your skills, documenting your value to use in negotiations for advancement [3].
3.  **Address work-life balance**: If you feel comfortable, initiate a conversation about work-life balance, emphasizing your desire to contribute effectively while also meeting personal objectives [4]. Frame it as wanting to understand what it takes to be a team player [4].
4.  **Be aware of potential backlash**: Getting promoted can sometimes lead to negative perceptions, even if unfounded [1].
5.  **Decline to participate in exclusionary behavior**: It can be challenging, but avoid participating in gossip or ""ganging up"" on others [6].

**References**

*   [1] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*
    -   [Page 251]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#page=251): ""At work, the guys dangle this carrot in front of the women. You can hang out with them if you sell enough . . . if you work more . . . if you give up your family.""
*   [3] (2024). *Gender Equity Toolkit*
    -   [Page 4]($BOOKS_HOME/gender_equity_toolkit.pdf#page=4): ""We have to learn how to be self advocates and learn to promote ourselves in our workplace... DOCUMENT it! Then, this “value” can be used in negotiations for compensation and advancement.""
*   [4] (n.d.).
    -   [Page 441]($BOOKS_HOME/Crucial%20Skills%20and%20Influence%20Strategies-%20Kerry%20Patterson%20Joseph%20Grenny%20Ron%20McMillan%20Al%20Switzler.pdf#page=441): ""I’d like to talk about a subject that most people don’t seem comfortable discussing in public. My goal is to make sure that we’re all able to contribute to the company and meet our objectives. I want to be a team player, and I want to understand what that takes.""
*   [5] (2011).
    -   [Page 34]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=34): ""Most of management is a male-dominated culture (male conversation topics, long hours, demanding lifestyle, career-focused expectations).""
*   [6] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*
    -   [Page 256]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#page=256): ""The greatest challenge for many of us is finding a way out of the excluding and gossiping when it’s actually happening.""",Gendered Culture,4,2,4,4,4,4,3,4,4,2,4,4,4,4
TrueNorth63,People keep assuming I'm the designer when I'm actually the lead engineer.,"It sounds like you're experiencing a common issue where roles and expertise are being misidentified. To address this, consider advocating for yourself and promoting your skills and contributions as a lead engineer [1]. Document your achievements to use in negotiations for compensation and advancement [1].

It's also worth noting that in some workplaces, the lines between roles can be blurred, and everyone, including engineers, can be seen as contributing to the design process [2]. However, that doesn't negate your specific expertise as a lead engineer.

**References**
*   [1] (2024). *Gender Equity Toolkit*
    - [Page 4]($BOOKS_HOME/gender_equity_toolkit.pdf#4): ""We have to learn how to be self advocates and learn to promote ourselves in our workplace... DOCUMENT it! Then, this “value” can be used in negotiations for compensation and advancement.""
*   [2] [Everyone is a designer. Get over it. | by Daniel Burka - GV Library](https://library.gv.com/everyone-is-a-designer-get-over-it-501cc9a2f434)
    > ""His argument is that everyone in your organization (including performance engineers) designs the product, not just the people with “design” in their job titles.""",Stereotypes at Work,4,3,4,4,4,4,4,4,4,3,4,4,4,4
TrueNorth64,I want to speak up in meetings but I'm worried about being perceived as aggressive.,"It's understandable to be concerned about how you're perceived when speaking up in meetings. Here's how you can navigate this, drawing from communication strategies:

*   **Acknowledge Cultural Norms:** Recognize that speaking up can sometimes be challenging, especially if it goes against established cultural norms [6, 441].
*   **Establish Mutual Purpose:** When initiating a potentially sensitive discussion, start by clarifying your intention to contribute positively and be a team player [441]. For example, you might say, ""I want to be a team player, and I want to understand what that takes"" [441].
*   **Share Tentative Conclusions:** When addressing a potential issue, present facts and your conclusions tentatively [3]. For example, describe the behavior you observed and then share how it made you feel [3].
*   **Confidence through Body Language:** Adopting a confident posture can also increase your sense of well-being and project confidence [1].

By being mindful of these strategies, you can express your ideas effectively while fostering a collaborative environment!

**References**
*   [1] (2015). [Untitled](file:////Users/jzheng/Documents/TrueNorth-AIxHEART-2025/src/books_pdf/ew-developing-your-negotiation-skills-wkbk.pdf#page=19)
> ""In the meeting, sit up tall, put your shoulders back and place your hands confidently on the table beside your papers. Adopt a strong confident stance – what Professor Amy Cuddy of Harvard Business School calls a ‘power pose’, proven to provide an extra surge of power and sense of wellbeing when it’s needed.""
*   [3] (n.d.). [Untitled](file:////Users/jzheng/Documents/TrueNorth-AIxHEART-2025/src/books_pdf/Crucial%20Skills%20and%20Influence%20Strategies-%20Kerry%20Patterson%20Joseph%20Grenny%20Ron%20McMillan%20Al%20Switzler.pdf#page=333)
> ""Since you have told yourself a story about what your boss is doing, you share your path, starting with the facts and then tentatively sharing your conclusion.""
*   [6] (n.d.). [Untitled](file:////Users/jzheng/Documents/TrueNorth-AIxHEART-2025/src/books_pdf/Dare%20to%20Lead%20-%20Brenee%20Brown%20-%20Penguin%20Random%20House%20LLC,%20New%20York,%202018.pdf#page=117)
> ""These are almost always conversations about cultural norms and differences. No one wants to talk about these issues because they’re awkward and uncomfortable. But I know it’s critically impor...""
*   [4] Patrick M. Lencioni (2025). *The Five Dysfunctions of a Team: A Leadership Fable*.
    *   [Page 143](file:////Users/jzheng/Documents/TrueNorth-AIxHEART-2025/src/books_pdf/The%20Five%20Dysfunctions%20of%20a%20Team_%20A%20Leadership%20Fable%20-%20Lencioni,%20Patrick%20M%20(2010).pdf#page=143): ""As simple and paternal as this may sound, it is a remarkably effective tool for draining tension from a productive but difficult interchange, giving the participants the confidence to continue.""
*   [n.d.] (n.d.). [Untitled](file:////Users/jzheng/Documents/TrueNorth-AIxHEART-2025/src/books_pdf/Crucial%20Skills%20and%20Influence%20Strategies-%20Kerry%20Patterson%20Joseph%20Grenny%20Ron%20McMillan%20Al%20Switzler.pdf#page=441)
> ""I’d like to talk about a subject that most people don’t seem comfortable discussing in public. My goal is to make sure that we’re all able to contribute to the company and meet our objectives. I want to be a team player, and I want to understand what that takes.""",Impression Management,4,4,4,4,4,4,4,4,4,4,4,4,4,4
TrueNorth65,I feel like I need to choose between being a good parent and advancing my career.,"It sounds like you're facing a common dilemma, balancing career aspirations with the demands of parenthood. It's important to recognize that you're not alone in this struggle [2]. Many feel pressured ""to get things done and LITTLE SYMPATHY[ for ] personal issues at work"" [3].

Here are a few thoughts to consider:

*   **Work-family conflict is common:** Most American workers experience conflict between their work and family lives [4].
*   **Flexibility can foster loyalty:** Some employers offer flexibility like part-time work or telecommuting, which can create tremendous loyalty [3]. However, individual managers may not always approve these options [3].
*   **Challenge the ""superwoman"" ideal:** The pressure to ""do it all"" is often unrealistic. Many women *have* to ""do it all"" for their kids to eat [1].
*   **Supportive culture limits:** A supportive work culture might not be enough if the workload is excessive [5].
*   **Consider new strategies:** Brainstorm strategies that meet everyone’s needs [7].

It's okay to set boundaries, say no to requests that don't align with your priorities, and talk to your supervisor about your concerns [5].

**References**
*   [1] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*
    -   [Page 213]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#page=213): ""Many women have to “do it all” or their kids don’t eat.""
*   [2] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*
    -   [Page 212]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#page=212): ""of “I’m never going to fall for that smiling-baby-laptop-bunny-slipper bullshit again.”""
*   [3] (2011).
    -   [Page 41]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=41): ""There is a lot of pressure to get things done and LITTLE SYMPATHY[ for ] personal issues at work.""
    -   [Page 41]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=41): ""Larger companies like mine technically offer part-time work, telecommuting, etc., but individual managers DON’T ALWAYS APPROVE[ of these options or only ] offer them occasionally instead of as a permanent schedule option.""
    -   [Page 41]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=41): ""…once I STARTED MY FAMILY, my employer gave me the opportunity to take unpaid leave and work part time in order to meet the demands of my home. Because of the flexibility my employer has provided me, it has engendered a tremendous amount of loyalty to the organization that might not otherwise exist.”""
*   [4] (2011).
    -   [Page 42]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=42): ""Indeed, some reports estimate that 95% of American workers experience work-family conflict""
*   [5] Amber Stuehser (2023). *PowerPoint Presentation*
    -   [Page 22]($BOOKS_HOME/KCKPS_April2023ParticipantWorkbook_PreventingBurnout.pdf#page=22): ""Talk to your supervisor. Express your concerns""
*   [6] (2011).
    -   [Page 45]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=45): ""It is possible that a family supportive work culture may be of limited help unless accompanied by some real tangible changes to one’s workload.""
*   [7] (n.d.).
    -   [Page 102]($BOOKS_HOME/Crucial%20Skills%20and%20Influence%20Strategies-%20Kerry%20Patterson%20Joseph%20Grenny%20Ron%20McMillan%20Al%20Switzler.pdf#page=102): ""Brainstorm New Strategies Once you’ve built safety by finding a shared purpose, you should now have enough safety to return to the content of the conversation. It’s time to step back into the dialogue and brainstorm strategies that meet everyone’s needs.""",Work-Life Balance,4,3,4,4,4,4,4,4,4,3,4,4,4,4
TrueNorth66,I'm the go-to person for emotional labor on the team but get no recognition for it.,"It sounds like you're feeling unappreciated for the emotional support you provide to your team, and that's completely valid. Here's how you can approach this situation:

1.  **Acknowledge Your Value:** Recognize that providing emotional support is a valuable contribution, even if it's not always formally recognized [4]. Your empathy helps the team function effectively [149].
2.  **Communicate Your Concerns:** Talk to your supervisor about how you feel [2]. Express that while you're happy to support your team, you'd also like to receive some recognition for your efforts. Frame it as a way to ensure you don't burn out [2].
3.  **Set Boundaries:** It's okay to say no if the requests on your time don’t match your goals and priorities [2].
4.  **Highlight Your Contributions:** When discussing project outcomes, subtly mention how your emotional intelligence and support played a role in achieving success.
5.  **Seek Reciprocity:** Encourage a culture of mutual support within the team [149]. This might involve suggesting team-building activities that focus on empathy and recognition.

It's important to remember that your feelings are valid, and addressing them can lead to a healthier and more balanced work environment [2].

**References**

*   [2] Amber Stuehser (2023). *PowerPoint Presentation*
    - [Page 22]($BOOKS_HOME/KCKPS_April2023ParticipantWorkbook_PreventingBurnout.pdf#22): ""Talk to your supervisor. Express your concerns... It’s okay to say no. If the requests on your time don’t match your goals and priorities, politely turn them down.""
*   [149] (n.d.).
    - [Page 149]($BOOKS_HOME/Dare%20to%20Lead%20-%20Brenee%20Brown%20-%20Penguin%20Random%20House%20LLC,%20New%20York,%202018.pdf#149): ""So many people came up to me later and said knowing I am clear about my need to improve helped them feel OK about the things they could do better...I feel more connected to the individuals and the collective culture of the foundation because I’ve taken steps to let myself be vulnerable.""
*   [4] Patrick M. Lencioni (2025). *The Five Dysfunctions of a Team: A Leadership Fable*
    - [Page 99]($BOOKS_HOME/The%20Five%20Dysfunctions%20of%20a%20Team_%20A%20Leadership%20Fable%20-%20Lencioni,%20Patrick%20M%20(2010).pdf#99): ""It’s not that I’m overly emotional or anything like that. It’s just that they know I’d do almost anything for them...My engineers know that I protect them from distractions and obstacles, and they work their butts off for me as a result.""",Work-Life Balance,4,4,4,5,5,4,4,4,5,4,4,4,4,4
TrueNorth67,I want to change teams but I'm worried about burning bridges.,"It's wise to think ahead about maintaining positive relationships as you transition between teams or jobs. Your professional network is a valuable asset! Here are some thoughts:

*   **Communicate respectfully:** When you decide to move on, give your current team and manager advance notice, if possible. Express your gratitude for the opportunities you've had.
*   **Offer assistance during the transition:** Volunteer to help train your replacement or document your processes to ensure a smooth handover.
*   **Stay connected:** Keep in touch with former colleagues via LinkedIn or occasional emails. Nurture those relationships!
*   **Be professional:** Avoid negativity about your former employer or colleagues in your new role.

These actions can help you leave on good terms and keep those bridges intact. Is there anything else I can help you with today?",Impression Management,4,4,4,5,5,4,4,5,5,4,5,4,4,4
TrueNorth68,"My male teammates get praise for the same work I do, but I get 'helpful' suggestions.","It sounds like you're experiencing a frustrating form of gender bias in the workplace. It's not uncommon for women to receive different feedback than men for the same work [4]. Here's how you can address it:

1.  **Document everything**: Keep detailed records of your work, accomplishments, and the specific feedback you receive [2]. This will be useful when advocating for yourself.
2.  **Advocate for yourself**: Promote your skills and value in the workplace [2]. Don't hesitate to list your accomplishments and contributions during performance reviews to negotiate for compensation and advancement [2].
3.  **Address subtle harassment**: If the ""helpful"" suggestions feel inappropriate, address them privately, respectfully, and firmly [5].
4.  **Interrupt bias during evaluations**: Ensure your performance evaluations include 3 pieces of evidence to back up each rating [6]. Make sure that vague concepts are clearly defined and applied consistently [6].

Remember, you're not alone in this experience [7]. Many women in STEM face similar challenges [3, 4].

**References**
*   [2] (2024). *Gender Equity Toolkit*, p. 4. [$BOOKS_HOME/gender_equity_toolkit.pdf#page=4]($BOOKS_HOME/gender_equity_toolkit.pdf#page=4)
> ""We have to learn how to be self advocates and learn to promote ourselves in our workplace... DOCUMENT it! Then, this “value” can be used in negotiations for compensation and advancement.""
*   [6] Multhaup, Marina (2025). *Identifying-Bias-in-Performance-Evaluations-Guide-without-citations.pdf*, p. 2. [$BOOKS_HOME/Identifying-Bias-in-Performance-Evaluations-Guide-without-citations.pdf#page=2]($BOOKS_HOME/Identifying-Bias-in-Performance-Evaluations-Guide-without-citations.pdf#page=2)
> ""Give 3 pieces of evidence (from the evaluation period) to explain and back up your rating...Give honest feedback to everyone who is evaluated—otherwise some groups won’t get notice of problems in time to correct them.""
*   [5] (n.d.). *Crucial Skills and Influence Strategies- Kerry Patterson Joseph Grenny Ron McMillan Al Switzler.pdf*, p. 179. [$BOOKS_HOME/Crucial%20Skills%20and%20Influence%20Strategies-%20Kerry%20Patterson%20Joseph%20Grenny%20Ron%20McMillan%20Al%20Switzler.pdf#page=179]($BOOKS_HOME/Crucial%20Skills%20and%20Influence%20Strategies-%20Kerry%20Patterson%20Joseph%20Grenny%20Ron%20McMillan%20Al%20Switzler.pdf#page=179)
> ""Generally speaking, a vast majority of these problems go away if they’re privately, respectfully, and firmly discussed.""
*   [4] (2011). *NSF_Stemming the Tide Why Women Leave Engineering.pdf*, p. 34. [$BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=34]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=34)
> ""Most of management is a male-dominated culture (male conversation topics, long hours, demanding lifestyle, career-focused expectations).""
*   [7] (n.d.). *Dare to Lead - Brenee Brown - Penguin Random House LLC, New York, 2018.pdf*, p. 153. [$BOOKS_HOME/Dare%20to%20Lead%20-%20Brenee%20Brown%20-%20Penguin%20Random%20House%20LLC,%20New%20York,%202018.pdf#page=153]($BOOKS_HOME/Dare%20to%20Lead%20-%20Brenee%20Brown%20-%20Penguin%20Random%20House%20LLC,%20New%20York,%202018.pdf#page=153)
> ""The most important words you can say to someone or you can hear from someone when you’re in struggle are “Me too. You’re not alone.”
*   [3] (2011). *NSF_Stemming the Tide Why Women Leave Engineering.pdf*, p. 2. [$BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=2]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=2)
> ""The lack of women in general, and the lack of women mentors makes it [engineering] a LONELY [field for women to want to stay in.]""",Male Allyship,4,4,5,5,4,4,4,4,5,4,4,5,4,4
TrueNorth69,I need allies but don't know how to identify genuine supporters.,"Identifying genuine supporters involves looking for people who demonstrate consistent honesty and care [3, 39]. Start by considering whose opinions truly matter to you; write their names down and reach out to express your gratitude for their honesty and support [30]. Trust is earned in small moments, like remembering details about your life [39]. Not everyone will like you or agree with you, and that's okay [8]. Some people will appreciate your light and reflect it back [8].

To gain allies in implementing changes, identify and partner with formal and informal leaders, as their support can make it safer for others to embrace new ideas [2, 635]. Also, ensure individuals have sufficient social support to succeed during crucial moments [4].

**References:**

*   [30] (n.d.) - , p. 30
> ""When we define ourselves by what everyone thinks, it’s hard to be brave. When we stop caring about what anyone thinks, we’re too armored for authentic connection. So how do we get clear on whose opinions of us matter?""
*   [39] (n.d.) - , p. 39
> ""It turns out that trust is in fact earned in the smallest of moments. It is earned not through heroic deeds, or even highly visible actions, but through paying attention, listening, and gestures.""
*   [109] (n.d.) - , p. 109
> ""Daring leaders fight for the inclusion of all people, opinions, and perspectives because that makes us all better and stronger.""
*   [635] (n.d.) - , p. 635
> ""It often takes the support of formal leaders and opinion leaders— to make it safe for people to embrace an innovation. Learn how to identify and partner with these important people. Ignore opinion leaders at your own peril.""
*   [644] (n.d.) - , p. 644
> ""Clever influencers always consider ways to ensure that individuals have sufficient social support to step up and succeed in crucial moments.""
*   [8] Amber Phillips (2022) - Woman’s Circle Resources, p. 13
> ""Some people will not only appreciate your light but they will reflect it right back. They will charge you from the soul, like being plugged into the sun.""",Male Allyship,4,3,4,4,4,4,3,4,4,3,4,4,4,4
TrueNorth70,"When I advocate for myself, colleagues say I should be 'more grateful.'","It's tricky when you're told to be ""more grateful,"" especially when you're trying to advocate for yourself. It sounds like you're navigating a situation where your contributions might not be fully recognized, and you want to ensure your voice is heard.

Here's how you can balance gratitude and self-advocacy:

*   **Acknowledge and Validate:** Start by acknowledging what you appreciate about your workplace. This shows you're not ungrateful but also have clear goals.
*   **Frame Requests Positively:** When asking for something, frame it in a way that benefits the team or company.
*   **Document Everything:** Keep records of your achievements and contributions. This helps in performance reviews or negotiations.

Remember, self-advocacy isn't about being ungrateful; it's about knowing your worth and striving for growth.

Would you like to explore specific strategies for difficult conversations or negotiations? We could also discuss developing a personal career growth plan.",Male Allyship,4,4,4,4,4,4,4,4,5,4,4,4,4,4
TrueNorth71,My male manager only gives constructive feedback to the men on our team.,"It's admirable that you're focused on creating fair evaluations! Gender bias can definitely sneak into performance reviews. Here's how we can tackle it:

1.  **Awareness Training**: Educate everyone involved (managers and employees) about unconscious biases and how they show up in evaluations. This helps people recognize their own biases. [https://www.unconsciousbias.org/](https://www.unconsciousbias.org/)
2.  **Standardized Evaluation Criteria**: Use clear, objective, and job-related criteria. This reduces room for subjective interpretations that can be influenced by bias. [https://hr.berkeley.edu/hr-network/managers/managing-performance/performance-management-cycle/assessment/bias](https://hr.berkeley.edu/hr-network/managers/managing-performance/performance-management-cycle/assessment/bias)
3.  **Structured Feedback Processes**: Implement structured processes for giving and receiving feedback. This includes using specific examples and focusing on behaviors rather than personal traits. [https://hbr.org/2024/03/how-to-give-more-equitable-performance-reviews](https://hbr.org/2024/03/how-to-give-more-equitable-performance-reviews)
4.  **Multiple Reviewers**: Use multiple reviewers to get a more balanced perspective. This can help catch individual biases. [invalid URL removed]
5.  **Review of Feedback Language**: Pay attention to the language used in feedback. Watch out for gendered language or stereotypes. [https://www.diversitybestpractices.com/news-insights/addressing-gender-bias-performance-reviews](https://www.diversitybestpractices.com/news-insights/addressing-gender-bias-performance-reviews)
6.  **Anonymous Feedback**: Use anonymous feedback options, especially in upward feedback. This can encourage more honest input. [https://www.quantumworkplace.com/future-of-work/how-to-mitigate-bias-in-performance-reviews](https://www.quantumworkplace.com/future-of-work/how-to-mitigate-bias-in-performance-reviews)
7.  **Regular Audits**: Regularly audit performance review data to identify patterns of bias. This helps you track progress and make adjustments as needed. [https://www.mckinsey.com/featured-insights/diversity-and-inclusion/closing-the-gender-gap-in-performance-management](https://www.mckinsey.com/featured-insights/diversity-and-inclusion/closing-the-gender-gap-in-performance-management)

Keep in mind that mentorship can be a great way to address these issues. Would you like to explore more about mentorship?",Male Allyship,4,4,4,4,4,4,4,4,4,3,4,5,4,4
TrueNorth72,I've been looking for a sponsor for months but keep hitting dead ends.,"I understand you're looking for guidance on finding a sponsor in Alcoholics Anonymous (AA). While that specific topic falls outside my expertise, I can certainly offer support and information related to building strong mentorships, navigating challenging interpersonal dynamics, and fostering a supportive community, all of which are valuable in STEM fields.

Would you like to explore topics such as finding a mentor in STEM, overcoming challenges in professional relationships, or building a strong support network in your field?",Mentorship Gaps,3,3,2,2,2,2,3,4,2,2,2,3,2,2
